datetime,ahu1_fan_kw,ahu1_fan_speed_pct,ahu1_cfm,ahu2_fan_kw,ahu2_fan_speed_pct,ahu2_cfm,ahu3_fan_kw,ahu3_fan_speed_pct,ahu3_cfm,oat_f
2025-03-15 03:00,0.00,0,0,0.00,0,0,0.00,0,0,28.9
2025-03-15 04:00,0.00,0,0,0.00,0,0,0.00,0,0,28.4
2025-03-15 05:00,0.00,0,0,0.00,0,0,0.00,0,0,25.6
2025-03-15 06:00,0.00,0,0,0.00,0,0,1.329,100,5000,24.1
2025-03-15 07:00,0.00,0,0,0.00,0,0,1.352,100,5000,23.4
2025-03-15 08:00,4.320,100,15000,2.431,100,8000,1.361,100,5000,29.9
2025-03-15 09:00,3.058,89,13310,1.628,89,7099,0.998,91,4530,37.7
2025-03-15 10:00,1.910,76,11374,1.032,76,6066,0.655,80,3993,43.1
2025-03-15 11:00,1.210,65,9803,0.666,65,5228,0.468,71,3556,47.4
2025-03-15 12:00,0.904,59,8782,0.474,59,4684,0.369,65,3272,50.3
2025-03-15 13:00,0.816,57,8491,0.450,57,4528,0.350,64,3192,51.1
2025-03-15 14:00,0.583,51,7600,0.316,51,4053,0.271,59,2944,53.6
2025-03-15 15:00,0.422,46,6863,0.231,46,3660,0.221,55,2739,55.6
2025-03-15 16:00,0.404,45,6741,0.216,45,3595,0.208,54,2706,55.9
2025-03-15 17:00,0.405,45,6741,0.221,45,3595,0.206,54,2706,55.9
2025-03-15 18:00,0.534,49,7389,0.277,49,3941,0.257,58,2885,54.1
2025-03-15 19:00,0.00,0,0,0.430,56,4515,0.00,0,0,51.1
2025-03-15 20:00,0.00,0,0,0.711,67,5340,0.00,0,0,46.9
2025-03-15 21:00,0.00,0,0,0.862,71,5703,0.00,0,0,45.0
2025-03-15 22:00,0.00,0,0,0.819,70,5574,0.547,75,3736,45.6
2025-03-15 23:00,0.00,0,0,0.00,0,0,0.00,0,0,45.4
2025-03-15 24:00,0.00,0,0,0.00,0,0,0.00,0,0,45.0
2025-03-16 01:00,0.00,0,0,0.00,0,0,0.00,0,0,44.4
2025-03-16 02:00,0.00,0,0,0.00,0,0,0.00,0,0,44.1
2025-03-16 03:00,0.00,0,0,0.00,0,0,0.00,0,0,42.8
2025-03-16 04:00,0.00,0,0,0.00,0,0,0.00,0,0,40.7
2025-03-16 05:00,0.00,0,0,0.00,0,0,0.00,0,0,39.9
2025-03-16 06:00,0.00,0,0,0.00,0,0,0.00,0,0,37.4
2025-03-16 07:00,0.00,0,0,0.00,0,0,0.00,0,0,36.6
2025-03-16 08:00,0.00,0,0,0.00,0,0,0.00,0,0,42.0
2025-03-16 09:00,0.00,0,0,0.00,0,0,0.00,0,0,47.4
2025-03-16 10:00,0.00,0,0,0.00,0,0,0.00,0,0,50.3
2025-03-16 11:00,0.00,0,0,0.00,0,0,0.00,0,0,51.1
2025-03-16 12:00,0.00,0,0,0.438,57,4528,0.00,0,0,51.1
2025-03-16 13:00,0.00,0,0,0.369,54,4291,0.00,0,0,52.3
2025-03-16 14:00,0.00,0,0,0.325,52,4148,0.00,0,0,53.1
2025-03-16 15:00,0.00,0,0,0.323,52,4148,0.00,0,0,53.1
2025-03-16 16:00,0.00,0,0,0.393,55,4386,0.00,0,0,51.8
2025-03-16 17:00,0.00,0,0,0.514,60,4787,0.00,0,0,49.7
2025-03-16 18:00,0.00,0,0,0.682,66,5288,0.00,0,0,47.1
2025-03-16 19:00,0.00,0,0,0.00,0,0,0.00,0,0,43.6
2025-03-16 20:00,0.00,0,0,0.00,0,0,0.00,0,0,39.5
2025-03-16 21:00,0.00,0,0,0.00,0,0,0.00,0,0,36.7
2025-03-16 22:00,0.00,0,0,0.00,0,0,0.00,0,0,34.2
2025-03-16 23:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2025-03-16 24:00,0.00,0,0,0.00,0,0,0.00,0,0,32.4
2025-03-17 01:00,0.00,0,0,0.00,0,0,0.00,0,0,32.0
2025-03-17 02:00,0.00,0,0,0.00,0,0,0.00,0,0,30.8
2025-03-17 03:00,0.00,0,0,0.00,0,0,0.00,0,0,28.8
2025-03-17 04:00,0.00,0,0,0.00,0,0,1.324,100,5000,27.4
2025-03-17 05:00,0.00,0,0,0.00,0,0,1.314,100,5000,26.4
2025-03-17 06:00,0.00,0,0,0.00,0,0,1.310,100,5000,25.4
2025-03-17 07:00,4.383,100,15000,0.00,0,0,1.309,100,5000,25.0
2025-03-17 08:00,4.407,100,15000,2.359,100,8000,1.312,100,5000,26.2
2025-03-17 09:00,4.405,100,15000,2.333,100,8000,1.330,100,5000,28.9
2025-03-17 10:00,4.454,100,15000,2.366,100,8000,1.339,100,5000,31.9
2025-03-17 11:00,3.934,97,14525,2.142,97,7747,1.219,97,4868,34.3
2025-03-17 12:00,3.475,92,13812,1.794,92,7366,1.072,93,4670,36.3
2025-03-17 13:00,3.172,89,13343,1.659,89,7116,1.001,91,4539,37.6
2025-03-17 14:00,2.733,85,12776,1.455,85,6813,0.916,88,4382,39.2
2025-03-17 15:00,2.440,82,12265,1.304,82,6541,0.807,85,4240,40.6
2025-03-17 16:00,2.431,82,12362,1.326,82,6593,0.814,85,4267,40.3
2025-03-17 17:00,2.521,83,12508,1.339,83,6671,0.856,86,4308,39.9
2025-03-17 18:00,2.973,88,13156,1.630,88,7016,0.956,90,4488,38.1
2025-03-17 19:00,3.499,93,13991,1.904,93,7461,1.107,94,4719,35.8
2025-03-17 20:00,4.052,97,14501,2.188,97,7734,1.206,97,4861,34.4
2025-03-17 21:00,0.00,0,0,2.305,99,7919,1.273,99,4958,33.4
2025-03-17 22:00,0.00,0,0,2.405,100,8000,1.343,100,5000,31.7
2025-03-17 23:00,0.00,0,0,0.00,0,0,1.341,100,5000,30.4
2025-03-17 24:00,0.00,0,0,0.00,0,0,0.00,0,0,29.3
2025-03-18 01:00,0.00,0,0,0.00,0,0,0.00,0,0,28.4
2025-03-18 02:00,0.00,0,0,0.00,0,0,0.00,0,0,26.8
2025-03-18 03:00,0.00,0,0,0.00,0,0,1.334,100,5000,24.1
2025-03-18 04:00,0.00,0,0,0.00,0,0,1.314,100,5000,23.7
2025-03-18 05:00,0.00,0,0,0.00,0,0,1.323,100,5000,22.7
2025-03-18 06:00,0.00,0,0,0.00,0,0,1.340,100,5000,21.4
2025-03-18 07:00,4.419,100,15000,0.00,0,0,1.332,100,5000,17.9
2025-03-18 08:00,4.330,100,15000,2.366,100,8000,1.316,100,5000,23.5
2025-03-18 09:00,4.348,100,15000,2.355,100,8000,1.293,100,5000,32.4
2025-03-18 10:00,3.149,89,13367,1.685,89,7129,1.001,91,4546,37.5
2025-03-18 11:00,2.490,83,12387,1.330,83,6606,0.815,85,4274,40.3
2025-03-18 12:00,1.657,73,10986,0.921,73,5859,0.637,78,3884,44.2
2025-03-18 13:00,1.323,67,10103,0.705,67,5388,0.519,73,3639,46.6
2025-03-18 14:00,1.059,62,9293,0.572,62,4956,0.418,68,3414,48.9
2025-03-18 15:00,0.615,52,7746,0.330,52,4131,0.288,60,2985,53.1
2025-03-18 16:00,0.470,47,7065,0.244,47,3768,0.230,56,2796,55.0
2025-03-18 17:00,0.453,47,7065,0.237,47,3768,0.235,56,2796,55.0
2025-03-18 18:00,0.541,50,7511,0.290,50,4005,0.252,58,2919,53.8
2025-03-18 19:00,0.763,56,8466,0.418,56,4515,0.342,64,3185,51.1
2025-03-18 20:00,0.977,61,9122,0.537,61,4865,0.398,67,3367,49.3
2025-03-18 21:00,0.00,0,0,0.594,63,5051,0.00,0,0,48.4
2025-03-18 22:00,0.00,0,0,0.686,66,5245,0.00,0,0,47.3
2025-03-18 23:00,0.00,0,0,0.00,0,0,0.00,0,0,46.4
2025-03-18 24:00,0.00,0,0,0.00,0,0,0.00,0,0,45.4
2025-03-19 01:00,0.00,0,0,0.00,0,0,0.00,0,0,45.0
2025-03-19 02:00,0.00,0,0,0.00,0,0,0.00,0,0,46.2
2025-03-19 03:00,0.00,0,0,0.00,0,0,0.00,0,0,45.7
2025-03-19 04:00,0.00,0,0,0.00,0,0,0.00,0,0,43.7
2025-03-19 05:00,0.00,0,0,0.00,0,0,0.00,0,0,41.7
2025-03-19 06:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-19 07:00,2.179,79,11877,0.00,0,0,0.746,83,4132,41.7
2025-03-19 08:00,1.579,71,10637,0.851,71,5673,0.579,76,3788,45.1
2025-03-19 09:00,1.031,62,9293,0.572,62,4956,0.416,68,3414,48.9
2025-03-19 10:00,0.618,52,7746,0.332,52,4131,0.292,60,2985,53.1
2025-03-19 11:00,0.329,42,6270,0.174,42,3344,0.189,52,2575,58.8
2025-03-19 12:00,0.679,53,7963,0.359,53,4247,0.305,61,3045,63.5
2025-03-19 13:00,0.848,58,8741,0.486,58,4662,0.359,65,3261,65.6
2025-03-19 14:00,0.618,52,7753,0.328,52,4135,0.294,60,2987,62.9
2025-03-19 15:00,0.433,46,6870,0.225,46,3664,0.222,55,2741,60.4
2025-03-19 16:00,0.627,52,7842,0.330,52,4182,0.282,60,3011,63.1
2025-03-19 17:00,0.944,60,8943,0.506,60,4770,0.383,66,3317,66.2
2025-03-19 18:00,0.812,57,8563,0.442,57,4567,0.344,64,3212,65.1
2025-03-19 19:00,0.507,49,7283,0.275,49,3884,0.251,57,2856,61.6
2025-03-19 20:00,0.373,44,6628,0.208,44,3535,0.199,53,2674,56.3
2025-03-19 21:00,0.00,0,0,0.365,54,4321,0.00,0,0,52.2
2025-03-19 22:00,0.00,0,0,0.388,55,4420,0.00,0,0,51.6
2025-03-19 23:00,0.00,0,0,0.00,0,0,0.00,0,0,49.5
2025-03-19 24:00,0.00,0,0,0.00,0,0,0.00,0,0,45.5
2025-03-20 01:00,0.00,0,0,0.00,0,0,0.00,0,0,42.8
2025-03-20 02:00,0.00,0,0,0.00,0,0,0.00,0,0,40.2
2025-03-20 03:00,0.00,0,0,0.00,0,0,0.00,0,0,37.8
2025-03-20 04:00,0.00,0,0,0.00,0,0,0.00,0,0,35.8
2025-03-20 05:00,0.00,0,0,0.00,0,0,0.00,0,0,32.5
2025-03-20 06:00,0.00,0,0,0.00,0,0,0.00,0,0,29.7
2025-03-20 07:00,4.436,100,15000,0.00,0,0,1.307,100,5000,31.5
2025-03-20 08:00,3.802,94,14080,1.931,94,7509,1.152,95,4744,35.6
2025-03-20 09:00,2.974,87,13100,1.552,87,6986,0.924,89,4472,38.3
2025-03-20 10:00,2.517,83,12387,1.357,83,6606,0.828,85,4274,40.3
2025-03-20 11:00,2.099,78,11674,1.096,78,6226,0.734,82,4076,42.2
2025-03-20 12:00,1.773,74,11164,0.925,74,5954,0.649,79,3934,43.7
2025-03-20 13:00,1.360,68,10127,0.749,68,5401,0.532,73,3646,46.5
2025-03-20 14:00,1.136,63,9390,0.585,63,5008,0.434,69,3441,48.6
2025-03-20 15:00,1.226,65,9714,0.658,65,5180,0.473,71,3531,47.7
2025-03-20 16:00,1.327,67,9981,0.733,67,5323,0.496,72,3606,46.9
2025-03-20 17:00,1.320,67,9981,0.711,67,5323,0.501,72,3606,46.9
2025-03-20 18:00,1.624,72,10872,0.878,72,5798,0.597,77,3853,44.5
2025-03-20 19:00,2.339,81,12095,1.290,81,6451,0.797,84,4193,41.1
2025-03-20 20:00,2.711,85,12711,1.429,85,6779,0.872,87,4364,39.4
2025-03-20 21:00,0.00,0,0,1.690,89,7081,0.961,90,4521,37.8
2025-03-20 22:00,0.00,0,0,1.940,93,7461,1.082,94,4719,35.8
2025-03-20 23:00,0.00,0,0,0.00,0,0,1.135,95,4737,35.6
2025-03-20 24:00,0.00,0,0,0.00,0,0,0.00,0,0,34.2
2025-03-21 01:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2025-03-21 02:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2025-03-21 03:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2025-03-21 04:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2025-03-21 05:00,0.00,0,0,0.00,0,0,0.00,0,0,33.6
2025-03-21 06:00,0.00,0,0,0.00,0,0,0.00,0,0,34.7
2025-03-21 07:00,3.767,94,14055,0.00,0,0,1.106,95,4737,35.6
2025-03-21 08:00,3.280,90,13488,1.673,90,7194,1.034,92,4580,37.2
2025-03-21 09:00,2.903,87,12978,1.573,87,6921,0.893,89,4438,38.6
2025-03-21 10:00,2.730,86,12832,1.488,86,6844,0.907,88,4397,39.0
2025-03-21 11:00,2.774,86,12832,1.496,86,6844,0.890,88,4397,39.0
2025-03-21 12:00,3.311,91,13723,1.756,91,7319,1.074,93,4645,36.5
2025-03-21 13:00,3.703,94,14055,2.002,94,7496,1.129,95,4737,35.6
2025-03-21 14:00,3.207,90,13488,1.722,90,7194,1.031,92,4580,37.2
2025-03-21 15:00,2.908,87,12978,1.518,87,6921,0.943,89,4438,38.6
2025-03-21 16:00,2.773,86,12832,1.480,86,6844,0.885,88,4397,39.0
2025-03-21 17:00,2.961,87,13075,1.551,87,6973,0.954,89,4465,38.3
2025-03-21 18:00,3.024,88,13221,1.567,88,7051,0.954,90,4506,37.9
2025-03-21 19:00,3.151,89,13424,1.645,89,7159,0.986,91,4562,37.4
2025-03-21 20:00,3.214,90,13545,1.716,90,7224,1.020,92,4596,37.0
2025-03-21 21:00,0.00,0,0,1.712,90,7224,1.028,92,4596,37.0
2025-03-21 22:00,0.00,0,0,1.654,90,7224,1.043,92,4596,37.0
2025-03-21 23:00,0.00,0,0,0.00,0,0,1.023,92,4596,37.0
2025-03-21 24:00,0.00,0,0,0.00,0,0,0.00,0,0,37.0
2025-03-22 01:00,0.00,0,0,0.00,0,0,0.00,0,0,36.4
2025-03-22 02:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2025-03-22 03:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2025-03-22 04:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2025-03-22 05:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2025-03-22 06:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2025-03-22 07:00,0.00,0,0,0.00,0,0,0.00,0,0,35.4
2025-03-22 08:00,3.864,95,14258,1.988,95,7604,1.149,96,4793,35.1
2025-03-22 09:00,3.737,94,14055,1.914,94,7496,1.129,95,4737,35.6
2025-03-22 10:00,3.361,91,13691,1.770,91,7302,1.043,93,4636,36.6
2025-03-22 11:00,3.125,89,13343,1.659,89,7116,1.022,91,4539,37.6
2025-03-22 12:00,2.936,87,12978,1.625,87,6921,0.914,89,4438,38.6
2025-03-22 13:00,2.810,86,12832,1.477,86,6844,0.922,88,4397,39.0
2025-03-22 14:00,2.652,84,12630,1.415,84,6736,0.866,87,4341,39.6
2025-03-22 15:00,2.499,83,12508,1.308,83,6671,0.868,86,4308,39.9
2025-03-22 16:00,2.547,83,12508,1.344,83,6671,0.858,86,4308,39.9
2025-03-22 17:00,2.464,82,12265,1.320,82,6541,0.797,85,4240,40.6
2025-03-22 18:00,2.324,81,12120,1.258,81,6464,0.792,84,4200,41.0
2025-03-22 19:00,0.00,0,0,1.320,82,6593,0.804,85,4267,40.3
2025-03-22 20:00,0.00,0,0,1.352,83,6671,0.874,86,4308,39.9
2025-03-22 21:00,0.00,0,0,1.363,83,6671,0.857,86,4308,39.9
2025-03-22 22:00,0.00,0,0,1.301,82,6541,0.826,85,4240,40.6
2025-03-22 23:00,0.00,0,0,0.00,0,0,0.810,84,4200,41.0
2025-03-22 24:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 01:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 02:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 03:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 04:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 05:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 06:00,0.00,0,0,0.00,0,0,0.00,0,0,40.3
2025-03-23 07:00,0.00,0,0,0.00,0,0,0.00,0,0,40.6
2025-03-23 08:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 09:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 10:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 11:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2025-03-23 12:00,0.00,0,0,1.256,81,6464,0.00,0,0,41.0
2025-03-23 13:00,0.00,0,0,1.277,81,6464,0.00,0,0,41.0
2025-03-23 14:00,0.00,0,0,1.238,81,6464,0.00,0,0,41.0
2025-03-23 15:00,0.00,0,0,1.313,82,6593,0.00,0,0,40.3
2025-03-23 16:00,0.00,0,0,1.368,83,6671,0.00,0,0,39.9
2025-03-23 17:00,0.00,0,0,1.334,83,6671,0.00,0,0,39.9
2025-03-23 18:00,0.00,0,0,1.372,83,6671,0.00,0,0,39.9
2025-03-23 19:00,0.00,0,0,0.00,0,0,0.00,0,0,39.4
2025-03-23 20:00,0.00,0,0,0.00,0,0,0.00,0,0,38.3
2025-03-23 21:00,0.00,0,0,0.00,0,0,0.00,0,0,38.6
2025-03-23 22:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2025-03-23 23:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2025-03-23 24:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2025-03-24 01:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2025-03-24 02:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2025-03-24 03:00,0.00,0,0,0.00,0,0,0.00,0,0,38.3
2025-03-24 04:00,0.00,0,0,0.00,0,0,0.00,0,0,37.9
2025-03-24 05:00,0.00,0,0,0.00,0,0,0.00,0,0,37.9
2025-03-24 06:00,0.00,0,0,0.00,0,0,0.00,0,0,37.9
2025-03-24 07:00,2.982,88,13221,0.00,0,0,0.958,90,4506,37.9
2025-03-24 08:00,2.911,87,12978,1.599,87,6921,0.942,89,4438,38.6
2025-03-24 09:00,2.563,83,12387,1.335,83,6606,0.818,85,4274,40.3
2025-03-24 10:00,1.832,75,11229,0.987,75,5988,0.664,79,3952,43.5
2025-03-24 11:00,1.718,73,10896,0.938,73,5811,0.605,77,3860,44.4
2025-03-24 12:00,1.859,75,11261,1.015,75,6006,0.649,79,3961,43.4
2025-03-24 13:00,1.481,70,10516,0.825,70,5608,0.565,75,3754,45.5
2025-03-24 14:00,1.121,64,9536,0.619,64,5085,0.453,70,3482,48.2
2025-03-24 15:00,0.932,59,8782,0.479,59,4684,0.362,65,3272,50.3
2025-03-24 16:00,0.807,57,8491,0.430,57,4528,0.345,64,3192,51.1
2025-03-24 17:00,0.844,58,8734,0.453,58,4658,0.356,65,3259,50.4
2025-03-24 18:00,1.030,62,9325,0.549,62,4973,0.415,68,3423,48.8
2025-03-24 19:00,1.702,73,10929,0.901,73,5828,0.612,77,3869,44.3
2025-03-24 20:00,2.618,84,12662,1.390,84,6753,0.870,87,4350,39.5
2025-03-24 21:00,0.00,0,0,2.007,94,7526,1.144,95,4753,35.5
2025-03-24 22:00,0.00,0,0,2.377,100,8000,1.278,100,5000,32.7
2025-03-24 23:00,0.00,0,0,0.00,0,0,1.317,100,5000,31.3
2025-03-24 24:00,0.00,0,0,0.00,0,0,0.00,0,0,28.4
2025-03-25 01:00,0.00,0,0,0.00,0,0,0.00,0,0,27.6
2025-03-25 02:00,0.00,0,0,0.00,0,0,0.00,0,0,25.6
2025-03-25 03:00,0.00,0,0,0.00,0,0,1.287,100,5000,22.7
2025-03-25 04:00,0.00,0,0,0.00,0,0,1.321,100,5000,21.4
2025-03-25 05:00,0.00,0,0,0.00,0,0,1.337,100,5000,22.3
2025-03-25 06:00,0.00,0,0,0.00,0,0,1.317,100,5000,21.1
2025-03-25 07:00,4.454,100,15000,0.00,0,0,1.310,100,5000,24.3
2025-03-25 08:00,4.326,99,14906,2.237,99,7950,1.285,99,4974,33.3
2025-03-25 09:00,2.364,81,12209,1.264,81,6511,0.787,84,4224,40.8
2025-03-25 10:00,1.430,68,10273,0.737,68,5479,0.535,74,3687,46.1
2025-03-25 11:00,0.870,59,8904,0.498,59,4748,0.380,66,3306,49.9
2025-03-25 12:00,0.611,52,7843,0.338,52,4183,0.293,60,3012,52.9
2025-03-25 13:00,0.460,47,7008,0.240,47,3738,0.235,56,2780,55.2
2025-03-25 14:00,0.280,40,6053,0.148,40,3228,0.169,50,2514,57.9
2025-03-25 15:00,0.317,42,6360,0.176,42,3392,0.188,52,2600,59.0
2025-03-25 16:00,0.415,45,6805,0.216,45,3629,0.203,54,2723,60.2
2025-03-25 17:00,0.425,46,6870,0.230,46,3664,0.222,55,2741,60.4
2025-03-25 18:00,0.309,41,6182,0.158,41,3297,0.176,51,2550,57.5
2025-03-25 19:00,0.631,52,7835,0.340,52,4178,0.295,60,3009,52.9
2025-03-25 20:00,0.997,61,9179,0.544,61,4895,0.429,68,3383,49.2
2025-03-25 21:00,0.00,0,0,0.897,72,5720,0.00,0,0,44.9
2025-03-25 22:00,0.00,0,0,1.315,82,6559,0.827,85,4249,40.5
2025-03-25 23:00,0.00,0,0,0.00,0,0,0.751,83,4150,41.5
2025-03-25 24:00,0.00,0,0,0.00,0,0,0.00,0,0,40.5
2025-03-26 01:00,0.00,0,0,0.00,0,0,0.00,0,0,36.5
2025-03-26 02:00,0.00,0,0,0.00,0,0,0.00,0,0,33.8
2025-03-26 03:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2025-03-26 04:00,0.00,0,0,0.00,0,0,0.00,0,0,33.6
2025-03-26 05:00,0.00,0,0,0.00,0,0,0.00,0,0,30.8
2025-03-26 06:00,0.00,0,0,0.00,0,0,0.00,0,0,32.8
2025-03-26 07:00,4.324,100,14946,0.00,0,0,1.350,100,4985,33.1
2025-03-26 08:00,3.100,89,13335,1.663,89,7112,0.994,91,4537,37.6
2025-03-26 09:00,1.322,67,10095,0.712,67,5384,0.509,73,3637,46.6
2025-03-26 10:00,0.352,43,6409,0.188,43,3418,0.187,52,2613,56.9
2025-03-26 11:00,0.768,56,8409,0.419,56,4484,0.342,63,3169,64.7
2025-03-26 12:00,1.377,68,10142,0.756,68,5409,0.524,73,3650,69.5
2025-03-26 13:00,1.720,74,11147,0.945,74,5945,0.649,79,3929,72.3
2025-03-26 14:00,2.205,79,11859,1.167,79,6325,0.766,83,4127,74.3
2025-03-26 15:00,2.371,81,12127,1.237,81,6467,0.779,84,4201,75.0
2025-03-26 16:00,2.306,81,12127,1.251,81,6467,0.787,84,4201,75.0
2025-03-26 17:00,2.103,78,11681,1.108,78,6230,0.743,82,4078,73.8
2025-03-26 18:00,1.816,74,11171,0.979,74,5958,0.663,79,3936,72.4
2025-03-26 19:00,1.394,68,10134,0.750,68,5405,0.522,73,3648,69.5
2025-03-26 20:00,0.899,59,8911,0.494,59,4752,0.392,66,3308,66.1
2025-03-26 21:00,0.00,0,0,0.525,60,4770,0.383,66,3317,66.2
2025-03-26 22:00,0.00,0,0,0.512,60,4804,0.403,67,3335,66.4
2025-03-26 23:00,0.00,0,0,0.00,0,0,0.365,65,3234,65.3
2025-03-26 24:00,0.00,0,0,0.00,0,0,0.00,0,0,62.5
2025-03-27 01:00,0.00,0,0,0.00,0,0,0.00,0,0,60.4
2025-03-27 02:00,0.00,0,0,0.00,0,0,0.00,0,0,57.5
2025-03-27 03:00,0.00,0,0,0.00,0,0,0.00,0,0,52.9
2025-03-27 04:00,0.00,0,0,0.00,0,0,0.00,0,0,51.6
2025-03-27 05:00,0.00,0,0,0.00,0,0,0.00,0,0,52.7
2025-03-27 06:00,0.00,0,0,0.00,0,0,0.00,0,0,52.4
2025-03-27 07:00,0.702,54,8167,0.00,0,0,0.316,62,3102,52.0
2025-03-27 08:00,0.375,44,6587,0.206,44,3513,0.198,53,2663,56.4
2025-03-27 09:00,0.697,54,8142,0.377,54,4342,0.318,62,3095,64.0
2025-03-27 10:00,1.276,66,9899,0.678,66,5279,0.487,72,3583,68.8
2025-03-27 11:00,1.719,73,11001,0.902,73,5867,0.633,78,3889,71.9
2025-03-27 12:00,2.223,80,12062,1.225,80,6433,0.797,84,4183,74.8
2025-03-27 13:00,3.025,88,13139,1.606,88,7007,0.976,90,4483,77.8
2025-03-27 14:00,3.127,90,13552,1.692,90,7228,1.033,92,4598,79.0
2025-03-27 15:00,3.809,95,14241,2.021,95,7595,1.159,96,4789,80.9
2025-03-27 16:00,4.168,98,14654,2.206,98,7815,1.232,98,4904,82.0
2025-03-27 17:00,4.181,98,14654,2.214,98,7815,1.274,98,4904,82.0
2025-03-27 18:00,3.591,93,13965,1.919,93,7448,1.110,94,4712,80.1
2025-03-27 19:00,2.874,87,13107,1.532,87,6990,0.917,89,4474,77.7
2025-03-27 20:00,2.636,83,12394,1.328,83,6610,0.843,86,4276,75.8
2025-03-27 21:00,0.00,0,0,0.913,73,5863,0.628,78,3887,71.9
2025-03-27 22:00,0.00,0,0,0.585,63,5024,0.425,69,3450,67.5
2025-03-27 23:00,0.00,0,0,0.00,0,0,0.312,62,3110,64.1
2025-03-27 24:00,0.00,0,0,0.00,0,0,0.00,0,0,64.9
2025-03-28 01:00,0.00,0,0,0.00,0,0,0.00,0,0,66.0
2025-03-28 02:00,0.00,0,0,0.00,0,0,0.00,0,0,67.3
2025-03-28 03:00,0.00,0,0,0.00,0,0,0.00,0,0,67.3
2025-03-28 04:00,0.00,0,0,0.00,0,0,0.00,0,0,65.7
2025-03-28 05:00,0.00,0,0,0.00,0,0,0.00,0,0,64.4
2025-03-28 06:00,0.00,0,0,0.00,0,0,0.00,0,0,62.8
2025-03-28 07:00,0.479,48,7218,0.00,0,0,0.246,57,2838,61.4
2025-03-28 08:00,0.515,49,7315,0.275,49,3901,0.247,57,2865,61.7
2025-03-28 09:00,0.769,56,8352,0.420,56,4454,0.331,63,3153,64.5
2025-03-28 10:00,0.865,58,8644,0.451,58,4610,0.369,65,3234,65.3
2025-03-28 11:00,0.949,60,8943,0.513,60,4770,0.384,66,3317,66.2
2025-03-28 12:00,1.267,66,9899,0.681,66,5279,0.494,72,3583,68.8
2025-03-28 13:00,1.547,70,10555,0.821,70,5629,0.565,75,3765,70.7
2025-03-28 14:00,1.982,77,11592,1.060,77,6182,0.700,81,4053,73.5
2025-03-28 15:00,2.428,82,12329,1.310,82,6575,0.806,85,4258,75.6
2025-03-28 16:00,2.218,79,11803,1.164,79,6295,0.711,82,4112,74.1
2025-03-28 17:00,2.164,79,11859,1.118,79,6325,0.752,83,4127,74.3
2025-03-28 18:00,2.080,78,11681,1.110,78,6230,0.730,82,4078,73.8
2025-03-28 19:00,1.640,72,10725,0.873,72,5720,0.597,76,3812,71.1
2025-03-28 20:00,1.294,66,9867,0.667,66,5262,0.485,71,3574,68.7
2025-03-28 21:00,0.00,0,0,0.549,62,4990,0.432,69,3432,67.3
2025-03-28 22:00,0.00,0,0,0.521,60,4804,0.387,67,3335,66.4
2025-03-28 23:00,0.00,0,0,0.00,0,0,0.368,65,3234,65.3
2025-03-28 24:00,0.00,0,0,0.00,0,0,0.00,0,0,64.4
